	index	score_df1	claim_name	ncbi_gene_id_df1	ncbi_gene_id_df2	score_df2	score_ratio	Category	Bipolar Linked Paper	Bipolar Linked?
3593	2485	0.0001675743611	FSIP1	161835	161835	0.0001663759632	1.007202951			
344	1591	0.0001675743611	SLC30A9	10463	10463	0.0001663759632	1.007202951			
3329	2794	0.0001675743611	EZR	7430	7430	0.0001663780507	1.007190314			
3122	4189	0.0001675743611	GAD2	2572	2572	0.0001663782122	1.007189336			
2462	4165	0.0001675743611	PICK1	9463	9463	0.0001663782122	1.007189336			
2440	4106	0.0001675743611	SIRPA	140885	140885	0.0001663802412	1.007177053			
3280	4375	0.0001675743611	CCDC70	83446	83446	0.0001663802412	1.007177053			
3171	4415	0.0001675743611	MAN1A1	4121	4121	0.0001663802412	1.007177053			
2873	4545	0.0001675743611	FAT1	2195	2195	0.0001663802412	1.007177053			
2926	4523	0.0001675743611	MIR2054	100302267	100302267	0.0001663802412	1.007177053			
3063	4258	0.0001675743611	NSUN3	63899	63899	0.0001663802412	1.007177053			
3064	4259	0.0001675743611	LMNTD1	160492	160492	0.0001663802412	1.007177053			
2915	4511	0.0001675743611	PHC1	1911	1911	0.0001663802412	1.007177053			
2453	4156	0.0001675743611	TENM4	26011	26011	0.0001663802412	1.007177053			
3247	4329	0.0001675743611	CD96	10225	10225	0.0001663802412	1.007177053			
2484	4098	0.0001675743611	CCDC77	84318	84318	0.0001663802412	1.007177053			
2823	4581	0.0001675743611	VPS13D	55187	55187	0.0001663802412	1.007177053			
3263	4387	0.0001675743611	NCOA7	135112	135112	0.0001663802412	1.007177053			
3270	4376	0.0001675743611	SSU72	29101	29101	0.0001663802412	1.007177053			
3173	4413	0.0001675743611	ADGRG7	84873	84873	0.0001663802412	1.007177053			
3172	4414	0.0001675743611	ZMIZ1	57178	57178	0.0001663802412	1.007177053			
2467	4154	0.0001675743611	SPRY2	10253	10253	0.0001663802412	1.007177053			
3248	4331	0.0001675743611	TMEM131L	23240	23240	0.0001663802412	1.007177053			
2220	879	0.0001675743611	SPINT1	6692	6692	0.0001663823013	1.007164583			
2629	3603	0.0001675743611	PAPPA	5069	5069	0.0001663847094	1.007150006			
1378	409	0.0001675743611	NR1D1	9572	9572	0.0001663873792	1.007133846			
879	2174	0.0001675743611	IRF2	3660	3660	0.0001663873932	1.007133761			
3851	3358	0.0001675743611	REG1A	5967	5967	0.00016638753	1.007132933			
1438	671	0.0001675743611	SLAMF7	57823	57823	0.0001663877578	1.007131554			
2733	3839	0.0001675743611	EPHA1	2041	2041	0.0001663944186	1.007091238			
2329	4020	0.0001675743611	NPTN	27020	27020	0.0001663972706	1.007073977			
3843	3378	0.0001675743611	ENO1P1	2025	2025	0.0001664111457	1.006990009			
2501	4041	0.0001675743611	FGFBP2	83888	83888	0.0001664196074	1.006938808			
2559	3674	0.0001675743611	VKORC1L1	154807	154807	0.0001664196074	1.006938808			
3982	3509	0.0001675743611	NEDD4	4734	4734	0.0001664196074	1.006938808			
3931	3313	0.0001675743611	PRSS53	339105	339105	0.0001664196074	1.006938808			
2406	3928	0.0001675743611	DDHD1	80821	80821	0.0001664196074	1.006938808			
2311	3963	0.0001675743611	STX1B	112755	112755	0.0001664196074	1.006938808			
3981	3515	0.0001675743611	MIR107	406901	406901	0.0001664227942	1.006919527			
2709	3813	0.0001675743611	MIR23B	407011	407011	0.0001664227942	1.006919527			
3597	2489	0.0001675743611	GLRX	2745	2745	0.00016642316	1.006917313			
3025	4683	0.0001675743611	ORMDL3	94103	94103	0.0001664240086	1.006912179			
2867	4599	0.0001675743611	TMCO6	55374	55374	0.0001664240086	1.006912179			
2899	4507	0.0001675743611	CSH1	1442	1442	0.000166427428	1.006891491			
4256	3264	0.0001675743611	PRDX1	5052	5052	0.0001664283569	1.006885871			
2975	4770	0.0001675743611	OR2B11	127623	127623	0.000166434438	1.006849082			
3862	3386	0.0001675743611	DUSP5	1847	1847	0.0001664458456	1.006780076			
4189	3033	0.0001675743611	PRKACB	5567	5567	0.0001664475984	1.006769474			
4135	3087	0.0001675743611	PDHX	8050	8050	0.0001664535184	1.006733668			
945	2122	0.0001675743611	IL1RAP	3556	3556	0.0001664572401	1.006711159			
3254	4358	0.0001675743611	DOCK2	1794	1794	0.0001664572937	1.006710835			
3911	3292	0.0001675743611	POLR2A	5430	5430	0.0001664575752	1.006709133			
2545	4077	0.0001675743611	ELN	2006	2006	0.0001664583859	1.006704229			
3723	2586	0.0001675743611	GPR31	2853	2853	0.0001664585546	1.006703209			
2359	3906	0.0001675743611	CYP2D7BP	1566	1566	0.0001664586993	1.006702334			
3319	2746	0.0001675743611	NPBWR1	2831	2831	0.0001664587986	1.006701734			
597	1389	0.0001675743611	TFRC	7037	7037	0.000166458872	1.00670129			
568	2246	0.0001675743611	CD37	951	951	0.0001664589247	1.006700971			
506	2265	0.0001675743611	ACTG1P2	74	74	0.0001664589247	1.006700971			
4202	3011	0.0001675743611	ATP12A	479	479	0.0001664589247	1.006700971			
893	1922	0.0001675743611	H1-6	3010	3010	0.0001664589247	1.006700971			
2753	3746	0.0001675743611	PLIN2	123	123	0.0001664589247	1.006700971			
4198	3025	0.0001675743611	DGKA	1606	1606	0.0001664589247	1.006700971			
3271	4360	0.0001675743611	ACTG1P3	75	75	0.0001664589247	1.006700971			
2799	3778	0.0001675743611	IL33	90865	90865	0.0001664589247	1.006700971			
4292	3150	0.0001675743611	HK3	3101	3101	0.0001664589247	1.006700971			
1243	1865	0.0001675743611	GPA33	10223	10223	0.0001664589247	1.006700971			
4173	2977	0.0001675743611	CENPE	1062	1062	0.0001664589247	1.006700971			
1879	1080	0.0001675743611	SCTR	6344	6344	0.0001664589284	1.006700949			
2648	3585	0.0001675743611	PCBD1	5092	5092	0.0001664601981	1.00669327			
2238	858	0.0001675743611	NPR1	4881	4881	0.0001664603957	1.006692075			
4334	3160	0.0001675743611	FUT6	2528	2528	0.0001664606352	1.006690626			
2427	4129	0.0001675743611	TRBV7-9	28589	28589	0.0001664608023	1.006689616			
2428	4130	0.0001675743611	TRGV3	6976	6976	0.0001664608023	1.006689616			
3074	4308	0.0001675743611	TRAV29DV5	28653	28653	0.0001664608023	1.006689616			
1001	2028	0.0001675743611	DBIP2	1623	1623	0.0001664612022	1.006687197			
726	1520	0.0001675743611	CDC6	990	990	0.0001664622397	1.006680923			
714	2331	0.0001675743611	BRINP1	1620	1620	0.000166462629	1.006678569			
2723	3866	0.0001675743611	ACTG1P9	82	82	0.0001664630327	1.006676127			
1431	680	0.0001675743611	ICOS	29851	29851	0.0001664649435	1.006664572			
979	2112	0.0001675743611	NAMPT	10135	10135	0.0001664654088	1.006661759			
1418	611	0.0001675743611	COL4A4	1286	1286	0.0001664660786	1.006657708			
3886	3391	0.0001675743611	GPR34	2857	2857	0.0001664660994	1.006657582			
985	2090	0.0001675743611	COL6A2	1292	1292	0.0001664664154	1.006655671			
812	2155	0.0001675743611	TPSB2	64499	64499	0.0001664664985	1.006655169			
898	1942	0.0001675743611	ADCY6	112	112	0.000166467176	1.006651072			
3535	2874	0.0001675743611	GPC4	2239	2239	0.0001664679251	1.006646542			
4174	2978	0.0001675743611	SELL	6402	6402	0.0001664685298	1.006642885			
1458	602	0.0001675743611	GLP2R	9340	9340	0.0001664707991	1.006629163			
2973	4768	0.0001675743611	IKZF3	22806	22806	0.0001664718184	1.006622999			
1399	638	0.0001675743611	MLNR	2862	2862	0.0001664718915	1.006622557			
2319	4010	0.0001675743611	IGFBP5	3488	3488	0.0001664723314	1.006619897			
478	2258	0.0001675743611	ELAVL3	1995	1995	0.0001664731227	1.006615112			
2296	3965	0.0001675743611	SULT1E1	6783	6783	0.0001664758345	1.006598715			
4267	3237	0.0001675743611	GUCA2B	2981	2981	0.0001664774138	1.006589166			
908	1960	0.0001675743611	CYP2F1	1572	1572	0.0001664783331	1.006583607			
3623	2479	0.0001675743611	BTF3P11	690	690	0.0001664790546	1.006579245			
2582	3683	0.0001675743611	ELK3	2004	2004	0.0001664794987	1.00657656			
2619	3593	0.0001675743611	H1-0	3005	3005	0.0001664798596	1.006574378			
3326	2791	0.0001675743611	PKN3	29941	29941	0.0001664832933	1.006553617			
2524	4084	0.0001675743611	PKN1	5585	5585	0.0001664832933	1.006553617			
3865	3389	0.0001675743611	COL8A1	1295	1295	0.0001664848279	1.006544339			
2511	4033	0.0001675743611	HNF1B	6928	6928	0.000166488897	1.006519739			
531	1629	0.0001675743611	IFNA13	3447	3447	0.0001664902794	1.006511381			
727	1519	0.0001675743611	RAMP1	10267	10267	0.0001664922663	1.00649937			
2743	3850	0.0001675743611	CRYBB3	1417	1417	0.0001664932525	1.006493408			
3989	3537	0.0001675743611	ACTBP7	67	67	0.0001664972512	1.006469235			
1109	2240	0.0001675743611	FECH	2235	2235	0.0001665004114	1.006450133			
1976	1168	0.0001675743611	METAP2	10988	10988	0.0001665005399	1.006449356			
3344	2773	0.0001675743611	CR1	1378	1378	0.00016650226	1.006438958			
595	1363	0.0001675743611	ADARB2	105	105	0.0001665023985	1.006438121			
3475	2956	0.0001675743611	OPCML	4978	4978	0.0001665049009	1.006422996			
3474	2955	0.0001675743611	ETFDH	2110	2110	0.0001665049009	1.006422996			
3472	2953	0.0001675743611	FXR2	9513	9513	0.0001665049009	1.006422996			
3477	2958	0.0001675743611	ZNF134	7693	7693	0.0001665049009	1.006422996			
4324	3188	0.0001675743611	ZDHHC7	55625	55625	0.0001665049009	1.006422996			
3654	2368	0.0001675743611	SENP3	26168	26168	0.0001665049009	1.006422996			
3478	2959	0.0001675743611	PIGM	93183	93183	0.0001665049009	1.006422996			
3448	2887	0.0001675743611	MIR4278	100422999	100422999	0.0001665049009	1.006422996			
1112	1740	0.0001675743611	PURA	5813	5813	0.0001665049009	1.006422996			
4317	3187	0.0001675743611	RRP7A	27341	27341	0.0001665049009	1.006422996			
1175	2194	0.0001675743611	ARHGEF28	64283	64283	0.0001665049009	1.006422996			
4143	3095	0.0001675743611	ARHGAP12	94134	94134	0.0001665049009	1.006422996			
2171	940	0.0001675743611	PDIA2	64714	64714	0.0001665049009	1.006422996			
1040	2049	0.0001675743611	PYROXD2	84795	84795	0.0001665049009	1.006422996			
3773	2527	0.0001675743611	CDH23	64072	64072	0.0001665049009	1.006422996			
3755	2624	0.0001675743611	CORO7	79585	79585	0.0001665049009	1.006422996			
1347	360	0.0001675743611	STRBP	55342	55342	0.0001665049009	1.006422996			
2172	939	0.0001675743611	CHURC1	91612	91612	0.0001665049009	1.006422996			
2174	937	0.0001675743611	ESYT2	57488	57488	0.0001665049009	1.006422996			
1023	2062	0.0001675743611	ELP5	23587	23587	0.0001665049009	1.006422996			
3473	2954	0.0001675743611	FARP2	9855	9855	0.0001665049009	1.006422996			
3425	2808	0.0001675743611	ZNF565	147929	147929	0.0001665049009	1.006422996			
1116	1736	0.0001675743611	PEBP4	157310	157310	0.0001665049009	1.006422996			
3323	2809	0.0001675743611	ZNF211	10520	10520	0.0001665049009	1.006422996			
1115	1737	0.0001675743611	CMTM8	152189	152189	0.0001665049009	1.006422996			
2672	3612	0.0001675743611	ETV3	2117	2117	0.0001665052136	1.006421106			
1981	1162	0.0001675743611	CSF2RB	1439	1439	0.0001665059174	1.006416851			
2590	3711	0.0001675743611	MS4A3	932	932	0.0001665059225	1.00641682			
1048	1918	0.0001675743611	DBIP1	1624	1624	0.0001665083845	1.00640194			
3572	2457	0.0001675743611	EMX1	2016	2016	0.000166511116	1.00638543			
2797	3794	0.0001675743611	S100A2	6273	6273	0.0001665135215	1.006370892			
609	2339	0.0001675743611	ULK3	25989	25989	0.0001665265521	1.006292144			
2642	3579	0.0001675743611	MYRF	745	745	0.0001665316396	1.006261402			
3123	4181	0.0001675743611	ENPEP	2028	2028	0.0001665356234	1.006237331			
4038	3427	0.0001675743611	GAPDHP60	2601	2601	0.0001665409955	1.006204873			
4107	3050	0.0001675743611	STAG3	10734	10734	0.00016654112	1.00620412			
4339	3164	0.0001675743611	PREX2	80243	80243	0.00016654112	1.00620412			
3541	2880	0.0001675743611	STAG2	10735	10735	0.00016654112	1.00620412			
4338	3163	0.0001675743611	SOX10	6663	6663	0.00016654112	1.00620412			
2114	688	0.0001675743611	IL10RB	3588	3588	0.0001665412564	1.006203296			
705	2328	0.0001675743611	S1PR5	53637	53637	0.0001665443247	1.006184758			
1532	112	0.0001675743611	ITGB5	3693	3693	0.0001665454217	1.006178131			
3132	4234	0.0001675743611	THBS2	7058	7058	0.000166555302	1.006118443			
2585	3705	0.0001675743611	RCAN1	1827	1827	0.0001665553559	1.006118117			
2679	3626	0.0001675743611	E2F6	1876	1876	0.0001665555792	1.006116769			
468	1679	0.0001675743611	CKM	1158	1158	0.0001665576091	1.006104507			
3985	3512	0.0001675743611	KIF6	221458	221458	0.0001665650711	1.006059434			
2544	4068	0.0001675743611	USP24	23358	23358	0.0001665650711	1.006059434			
642	1316	0.0001675743611	ATP6V0B	533	533	0.00016656524	1.006058414			
838	1990	0.0001675743611	GP2	2813	2813	0.0001665689646	1.006035917			
2656	3631	0.0001675743611	USP5	8078	8078	0.0001665690088	1.00603565			
3484	2926	0.0001675743611	GRB14	2888	2888	0.0001665707389	1.006025201			
4255	3263	0.0001675743611	IL9	3578	3578	0.000166575851	1.005994327			
3050	4265	0.0001675743611	MFGE8	4240	4240	0.000166575851	1.005994327			
3954	3323	0.0001675743611	DCTD	1635	1635	0.000166575851	1.005994327			
2452	4155	0.0001675743611	OSMR	9180	9180	0.000166575851	1.005994327			
505	1672	0.0001675743611	GALNS	2588	2588	0.000166575851	1.005994327			
3127	4236	0.0001675743611	AKR1A1	10327	10327	0.000166575851	1.005994327			
3297	2759	0.0001675743611	LAMA5	3911	3911	0.0001665790069	1.005975268			
940	2078	0.0001675743611	TACR2	6865	6865	0.0001665796053	1.005971654			
362	1623	0.0001675743611	CALCB	797	797	0.0001665811624	1.005962251			
1829	1141	0.0001675743611	IFNGR2	3460	3460	0.0001665830323	1.005950959			
3596	2488	0.0001675743611	E4F1	1877	1877	0.0001665860399	1.005932797			
3707	2607	0.0001675743611	PTP4A1	7803	7803	0.0001665860953	1.005932463			
2480	4147	0.0001675743611	XPNPEP2	7512	7512	0.0001665879104	1.005921502			
2615	3647	0.0001675743611	PAPOLA	10914	10914	0.000166594465	1.005881925			
4188	3032	0.0001675743611	PLA2G6	8398	8398	0.000166594465	1.005881925			
3443	2921	0.0001675743611	LY96	23643	23643	0.0001665947857	1.005879988			
1606	18	0.0001675743611	CSNK2A3	283106	283106	0.0001665972104	1.005865349			
2974	4769	0.0001675743611	SEMA6A	57556	57556	0.0001665972104	1.005865349			
2938	4728	0.0001675743611	TMEM43	79188	79188	0.0001665972104	1.005865349			
2984	4742	0.0001675743611	NHLH1	4807	4807	0.0001665972104	1.005865349			
1247	2203	0.0001675743611	WFS1	7466	7466	0.0001665972104	1.005865349			
2066	802	0.0001675743611	MIR21	406991	406991	0.0001665972104	1.005865349			
3712	2613	0.0001675743611	ERV3-1	2086	2086	0.0001666007525	1.005843963			
499	1705	0.0001675743611	PHB2	11331	11331	0.0001666023338	1.005834416			
2377	3887	0.0001675743611	TTK	7272	7272	0.0001666037985	1.005825573			
2834	4558	0.0001675743611	PVT1	5820	5820	0.0001666050149	1.00581823			
575	1383	0.0001675743611	PGF	5228	5228	0.0001666052713	1.005816681			
3383	2665	0.0001675743611	DBI	1622	1622	0.0001666080966	1.005799625			
3379	2660	0.0001675743611	KIR2DL3	3804	3804	0.0001666109221	1.005782568			
3180	4402	0.0001675743611	MST1	4485	4485	0.0001666219721	1.005715867			
2901	4509	0.0001675743611	NR2C1	7181	7181	0.0001666219721	1.005715867			
3282	4370	0.0001675743611	MDK	4192	4192	0.0001666219721	1.005715867			
3283	4371	0.0001675743611	OCLN	100506658	100506658	0.0001666219721	1.005715867			
966	2100	0.0001675743611	HES1	3280	3280	0.0001666219721	1.005715867			
4228	3228	0.0001675743611	HOXA6	3203	3203	0.0001666236527	1.005705723			
3455	2901	0.0001675743611	COL2A1	1280	1280	0.0001666290512	1.00567314			
3778	2533	0.0001675743611	COMP	1311	1311	0.0001666319223	1.005655812			
4112	3055	0.0001675743611	CLU	1191	1191	0.0001666337917	1.00564453			
1736	203	0.0001675743611	HSD3B1	3283	3283	0.0001666339223	1.005643742			
3668	2413	0.0001675743611	GALP	85569	85569	0.0001666398368	1.005608049			
3928	3288	0.0001675743611	CDC37	11140	11140	0.0001666442457	1.005581444			
3589	2439	0.0001675743611	PRKDC	5591	5591	0.0001666451037	1.005576266			
3738	2644	0.0001675743611	BMP5	653	653	0.000166646611	1.005567171			
2972	4765	0.0001675743611	PAPLN	89932	89932	0.000166646611	1.005567171			
4281	3197	0.0001675743611	RFK	55312	55312	0.000166646611	1.005567171			
4248	3255	0.0001675743611	CAMK1	8536	8536	0.0001666512726	1.005539043			
743	2325	0.0001675743611	SLC22A5	6584	6584	0.0001666515338	1.005537467			
1172	2192	0.0001675743611	UST	10090	10090	0.0001666532644	1.005527025			
1801	1106	0.0001675743611	PPM1A	5494	5494	0.0001666532644	1.005527025			
1174	2193	0.0001675743611	SLC39A14	23516	23516	0.0001666532644	1.005527025			
3687	2398	0.0001675743611	SLC5A1	6523	6523	0.0001666539738	1.005522744			
1238	1870	0.0001675743611	MAP3K5	4217	4217	0.0001666556631	1.005512552			
2343	3998	0.0001675743611	MIA	8190	8190	0.0001666595459	1.005489126			
3399	2718	0.0001675743611	PDCD1LG2	80380	80380	0.0001666595722	1.005488967			
4263	3254	0.0001675743611	FKBP1AP4	2285	2285	0.0001666626267	1.005470539			
3226	4342	0.0001675743611	HMGB2	3148	3148	0.0001666700996	1.005425457			
3430	2907	0.0001675743611	UGT2B4	7363	7363	0.0001666724144	1.005411493			
4222	3222	0.0001675743611	GGT3P	2679	2679	0.000166691823	1.00529443			
2694	3833	0.0001675743611	COX6A1P1	1338	1338	0.0001666920094	1.005293306			
2641	3578	0.0001675743611	GUSB	2990	2990	0.0001666920094	1.005293306			
361	1624	0.0001675743611	TGFB3	7043	7043	0.0001666931179	1.00528662			
3181	4404	0.0001675743611	MT1A	4489	4489	0.0001666971173	1.005262501			
3035	4663	0.0001675743611	GBP6	163351	163351	0.0001667000409	1.005244871			
1890	1062	0.0001675743611	GP6	51206	51206	0.0001667093995	1.005188439			
1320	485	0.0001675743611	COL16A1	1307	1307	0.0001667093995	1.005188439			
1090	1806	0.0001675743611	FCER1G	2207	2207	0.0001667093995	1.005188439			
1239	1869	0.0001675743611	PAH	5053	5053	0.0001667153043	1.005152837			
2289	3973	0.0001675743611	CCT3	7203	7203	0.0001667171279	1.005141842			
3190	4322	0.0001675743611	MT1G	4495	4495	0.0001667174498	1.005139902			
1310	498	0.0001675743611	MPST	4357	4357	0.0001667220223	1.005112335			
4034	3444	0.0001675743611	DES	1674	1674	0.0001667235671	1.005103022			
3868	3410	0.0001675743611	H19	283120	283120	0.0001667241922	1.005099254			
2067	818	0.0001675743611	CHST11	50515	50515	0.0001667257587	1.00508981			
2957	4710	0.0001675743611	TK2	7084	7084	0.0001667263934	1.005085984			
913	1956	0.0001675743611	BAG1	573	573	0.0001667382628	1.005014436			
1531	111	0.0001675743611	PLCG2	5336	5336	0.0001667405493	1.005000654			
1005	2027	0.0001675743611	PRKAG3	53632	53632	0.0001667461644	1.004966811			
3728	2590	0.0001675743611	PRKAG1	5571	5571	0.0001667461644	1.004966811			
2313	4022	0.0001675743611	TCN1	6947	6947	0.0001667475526	1.004958445			
3921	3282	0.0001675743611	UTRN	7402	7402	0.000166749539	1.004946473			
3291	2752	0.0001675743611	LUM	4060	4060	0.0001667564956	1.00490455			
4118	3080	0.0001675743611	FADD	8772	8772	0.0001667564956	1.00490455			
3743	2649	0.0001675743611	OASL	8638	8638	0.0001667618325	1.00487239			
1159	2210	0.0001675743611	KLRK1	22914	22914	0.0001667618325	1.00487239			
4123	3107	0.0001675743611	IFIT1	3434	3434	0.0001667618325	1.00487239			
4144	3097	0.0001675743611	CARD16	114769	114769	0.0001667618325	1.00487239			
1225	2209	0.0001675743611	IL21R	50615	50615	0.0001667618325	1.00487239			
3800	2540	0.0001675743611	TUT7	79670	79670	0.0001667618325	1.00487239			
3027	4680	0.0001675743611	MED12L	116931	116931	0.0001667666575	1.004843316			
896	2176	0.0001675743611	KRT10	3858	3858	0.0001667677829	1.004836535			
974	2094	0.0001675743611	FGF4	2249	2249	0.0001667695317	1.004825998			
3412	2697	0.0001675743611	GALNT2	2590	2590	0.0001667711408	1.004816303			
4249	3256	0.0001675743611	NBEA	26960	26960	0.000166775352	1.004790931			
2525	4085	0.0001675743611	CCL5	6352	6352	0.0001667756258	1.004789281			
3084	4318	0.0001675743611	STK36	27148	27148	0.000166789159	1.004707753			
4051	3482	0.0001675743611	SLC1A3	6507	6507	0.0001667896568	1.004704754			
3403	2724	0.0001675743611	ETV4	2118	2118	0.0001667921024	1.004690023			
939	2120	0.0001675743611	LGALS3	3958	3958	0.0001667930157	1.004684521			
929	2015	0.0001675743611	GPR19	2842	2842	0.0001667931874	1.004683487			
3594	2486	0.0001675743611	ACTBP6	66	66	0.0001667935424	1.004681349			
2722	3864	0.0001675743611	NUBPL	80224	80224	0.0001667938187	1.004679684			
2563	3665	0.0001675743611	CELF4	56853	56853	0.0001667938187	1.004679684			
2553	3667	0.0001675743611	CNTF	1270	1270	0.0001667938187	1.004679684			
2340	4002	0.0001675743611	CERKL	375298	375298	0.0001667938187	1.004679684			
2730	3855	0.0001675743611	ZFP91-CNTF	386607	386607	0.0001667938187	1.004679684			
